Dataset Name,Friendly Name,Category,Data Type,API Path,Field Path,Field Type,Example,Unit,Description,Notes,Tags
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.start_timestamp,int,1536944208,,Start timestamp of the interval/run (Unix epoch),,"wits, real-time, time, interval, range"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,version,int,1,,Schema version number for this record,,"wits, real-time, metadata, internal, versioning"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,asset_id,int,15236,,Unique identifier for the well/asset this record belongs to,,"wits, real-time, metadata, well-id, filter-key, required"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,provider,str,corva,,"Data provider name (typically ""corva"")",,"wits, real-time, metadata, internal"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,timestamp,int,1536944267,,Unix epoch timestamp (seconds) of the record,,"wits, real-time, metadata, time-index, filter-key, required"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,collection,str,completion.wits.summary-1m,,MongoDB collection name this record belongs to,,"wits, real-time, metadata, internal"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,company_id,int,5,,Unique identifier for the company/operator,,"wits, real-time, metadata, company, filter-key"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,stage_number,int,2,,Frac stage number,,"wits, real-time, completions, frac, stage, index"
corva#config-response,config-response,Other,time,/api/v1/data/corva/config-response/,_id,str,5db867c3b8e2ea4e39789e29,,MongoDB document unique identifier,,"other, metadata, internal, primary-key"
corva#config-response,config-response,Other,time,/api/v1/data/corva/config-response/,data,object,,,Container object for all measurement/computed data fields,,"other, metadata, container"
corva#config-response,config-response,Other,time,/api/v1/data/corva/config-response/,data.status,int,0,,Current status of the record/check,,"other, metadata, status"
corva#config-response,config-response,Other,time,/api/v1/data/corva/config-response/,data.message,str,New Casing is set.,,Message,,other
corva#config-response,config-response,Other,time,/api/v1/data/corva/config-response/,data.bit_depth,int,0,,Current depth of the drill bit,,"other, depth, drilling, real-time, key-metric"
corva#config-response,config-response,Other,time,/api/v1/data/corva/config-response/,data.hole_depth,int,0,,Current hole depth (bottom of wellbore),,"other, depth, drilling, real-time, key-metric"
corva#config-response,config-response,Other,time,/api/v1/data/corva/config-response/,version,int,1,,Schema version number for this record,,"other, metadata, internal, versioning"
corva#config-response,config-response,Other,time,/api/v1/data/corva/config-response/,asset_id,int,15236,,Unique identifier for the well/asset this record belongs to,,"other, metadata, well-id, filter-key, required"
corva#config-response,config-response,Other,time,/api/v1/data/corva/config-response/,provider,str,corva,,"Data provider name (typically ""corva"")",,"other, metadata, internal"
corva#config-response,config-response,Other,time,/api/v1/data/corva/config-response/,timestamp,int,1529938970,,Unix epoch timestamp (seconds) of the record,,"other, metadata, time-index, filter-key, required"
corva#config-response,config-response,Other,time,/api/v1/data/corva/config-response/,collection,str,config-response,,MongoDB collection name this record belongs to,,"other, metadata, internal"
corva#config-response,config-response,Other,time,/api/v1/data/corva/config-response/,company_id,int,5,,Unique identifier for the company/operator,,"other, metadata, company, filter-key"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,_id,str,5f75f3796c88017f9358a663,,MongoDB document unique identifier,,"well-data, reference, metadata, internal, primary-key"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data,object,,,Container object for all measurement/computed data fields,,"well-data, reference, metadata, container"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.stations,array[dict],,,Array of stations records,,"well-data, reference, container, array"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.stations[].dls,int,0,,Dog leg severity - rate of wellbore curvature (deg/100ft),,"well-data, reference, directional, survey, calculated, key-metric"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.stations[].tvd,int,7065,,True vertical depth from surface,,"well-data, reference, depth, survey, directional, calculated"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.stations[].azimuth,float,165.06,,Wellbore azimuth direction (degrees from north),,"well-data, reference, directional, survey, key-metric"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.stations[].easting,int,0,,East-west position relative to surface location (ft),,"well-data, reference, directional, survey, coordinate"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.stations[].northing,int,0,,North-south position relative to surface location (ft),,"well-data, reference, directional, survey, coordinate"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.stations[].inclination,int,0,,Wellbore inclination angle from vertical (degrees),,"well-data, reference, directional, survey, key-metric"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.stations[].measured_depth,int,7065,,Measured depth along the wellbore path,,"well-data, reference, depth, survey, directional"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.stations[].vertical_section,int,0,,Projected distance along planned azimuth (ft),,"well-data, reference, directional, survey, calculated"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.has_tie_in,bool,True,,Flag indicating whether has tie in,,"well-data, reference, boolean, flag"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.target_changes,array[unknown],,,Array of target changes records,,"well-data, reference, container, array"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.tie_in_station,object,,,Nested object containing tie in station data,,"well-data, reference, container, object"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.tie_in_station.tvd,int,7065,,True vertical depth from surface,,"well-data, reference, depth, survey, directional, calculated"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.tie_in_station.azimuth,float,165.06,,Wellbore azimuth direction (degrees from north),,"well-data, reference, directional, survey, key-metric"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.tie_in_station.easting,int,0,,East-west position relative to surface location (ft),,"well-data, reference, directional, survey, coordinate"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.tie_in_station.northing,int,0,,North-south position relative to surface location (ft),,"well-data, reference, directional, survey, coordinate"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.tie_in_station.inclination,int,0,,Wellbore inclination angle from vertical (degrees),,"well-data, reference, directional, survey, key-metric"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.tie_in_station.measured_depth,int,7065,,Measured depth along the wellbore path,,"well-data, reference, depth, survey, directional"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.has_target_change,bool,False,,Flag indicating whether has target change,,"well-data, reference, boolean, flag"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,data.vertical_section_azimuth,float,109.13,,Vertical section azimuth,,"well-data, reference"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,version,int,1,,Schema version number for this record,,"well-data, reference, metadata, internal, versioning"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,asset_id,int,31659357,,Unique identifier for the well/asset this record belongs to,,"well-data, reference, metadata, well-id, filter-key, required"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,provider,str,corva,,"Data provider name (typically ""corva"")",,"well-data, reference, metadata, internal"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,timestamp,int,1585152180,,Unix epoch timestamp (seconds) of the record,,"well-data, reference, metadata, time-index, filter-key, required"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,collection,str,data.actual_survey,,MongoDB collection name this record belongs to,,"well-data, reference, metadata, internal"
corva#data.actual_survey,data.actual_survey,Well Data (data.*),time,/api/v1/data/corva/data.actual_survey/,company_id,int,56,,Unique identifier for the company/operator,,"well-data, reference, metadata, company, filter-key"
corva#data.afe,data.afe,Well Data (data.*),time,/api/v1/data/corva/data.afe/,_id,str,5e99cff3398f8f4eb76c84c5,,MongoDB document unique identifier,,"well-data, reference, metadata, internal, primary-key"
corva#data.afe,data.afe,Well Data (data.*),time,/api/v1/data/corva/data.afe/,data,object,,,Container object for all measurement/computed data fields,,"well-data, reference, metadata, container"
corva#data.afe,data.afe,Well Data (data.*),time,/api/v1/data/corva/data.afe/,data.cost,int,3000000,,Cost,,"well-data, reference"
corva#data.afe,data.afe,Well Data (data.*),time,/api/v1/data/corva/data.afe/,data.days,int,10,,Days,,"well-data, reference"
corva#data.afe,data.afe,Well Data (data.*),time,/api/v1/data/corva/data.afe/,data.depth,int,1,,Depth,,"well-data, reference"
corva#data.afe,data.afe,Well Data (data.*),time,/api/v1/data/corva/data.afe/,_pre_id,int,1587138535778,,Identifier for  pre,,"well-data, reference, metadata, identifier, reference"
corva#data.afe,data.afe,Well Data (data.*),time,/api/v1/data/corva/data.afe/,version,int,1,,Schema version number for this record,,"well-data, reference, metadata, internal, versioning"
corva#data.afe,data.afe,Well Data (data.*),time,/api/v1/data/corva/data.afe/,asset_id,int,15236,,Unique identifier for the well/asset this record belongs to,,"well-data, reference, metadata, well-id, filter-key, required"
corva#data.afe,data.afe,Well Data (data.*),time,/api/v1/data/corva/data.afe/,provider,str,corva,,"Data provider name (typically ""corva"")",,"well-data, reference, metadata, internal"
corva#data.afe,data.afe,Well Data (data.*),time,/api/v1/data/corva/data.afe/,timestamp,int,1587138547,,Unix epoch timestamp (seconds) of the record,,"well-data, reference, metadata, time-index, filter-key, required"
corva#data.afe,data.afe,Well Data (data.*),time,/api/v1/data/corva/data.afe/,collection,str,data.afe,,MongoDB collection name this record belongs to,,"well-data, reference, metadata, internal"
corva#data.afe,data.afe,Well Data (data.*),time,/api/v1/data/corva/data.afe/,company_id,int,5,,Unique identifier for the company/operator,,"well-data, reference, metadata, company, filter-key"
corva#data.casing,data.casing,Well Data (data.*),time,/api/v1/data/corva/data.casing/,_id,str,5f75f3796c88017f9358a67b,,MongoDB document unique identifier,,"well-data, reference, metadata, internal, primary-key"
corva#data.casing,data.casing,Well Data (data.*),time,/api/v1/data/corva/data.casing/,data,object,,,Container object for all measurement/computed data fields,,"well-data, reference, metadata, container"
corva#data.casing,data.casing,Well Data (data.*),time,/api/v1/data/corva/data.casing/,data.grade,str,X80Q,,"Steel grade of the component (e.g., S135, P110)",,"well-data, reference, bha, component, material"
