bit_manufacturer,bit_model,bit_diameters,parsed_blades,parsed_cutter_mm,parse_confidence,parse_method,total_runs,sources
Schlumberger,MDI516,7.875,5,16,check,"fallback-3dig:MDI516->B5,16mm",1,full_bit_scan
Schlumberger,MDI613LNUBPX,6.125,6,13,check,"fallback-3dig:MDI613LNUBPX->B6,13mm",1,full_bit_scan
Schlumberger,MDI616,12.25,6,16,check,"fallback-3dig:MDI616->B6,16mm",1,full_bit_scan
Schlumberger,MDI616MHBPx,12.25,6,16,check,"fallback-3dig:MDI616MHBPx->B6,16mm",1,full_bit_scan
Schlumberger,MDI619LHBPX,17.5,6,19,check,"fallback-3dig:MDI619LHBPX->B6,19mm",1,full_bit_scan
Schlumberger,MDI716,7.875,7,16,check,"fallback-3dig:MDI716->B7,16mm",1,full_bit_scan
Schlumberger,MDI716LBPX,10.625,7,16,check,"fallback-3dig:MDI716LBPX->B7,16mm",1,full_bit_scan
Schlumberger,MDI716LHBPX,16.5,7,16,check,"fallback-3dig:MDI716LHBPX->B7,16mm",1,full_bit_scan
Schlumberger,MDS516,9.875,5,16,check,"fallback-3dig:MDS516->B5,16mm",1,full_bit_scan
Schlumberger,MDSI 619,18.5,6,19,check,"fallback-3dig:MDSI 619->B6,19mm",1,full_bit_scan
Schlumberger,MDSI516LMEBPX,12.25,5,16,check,"fallback-3dig:MDSI516LMEBPX->B5,16mm",1,full_bit_scan
Schlumberger,MDSI611LMEPX-D,8.75,6,11,check,"fallback-3dig:MDSI611LMEPX-D->B6,11mm",1,full_bit_scan
Schlumberger,MDSI616MEPX,8.5,6,16,check,"fallback-3dig:MDSI616MEPX->B6,16mm",1,full_bit_scan
Schlumberger,MDSI716 LPBX,12.25,7,16,check,"fallback-3dig:MDSI716 LPBX->B7,16mm",1,full_bit_scan
Schlumberger,MDSI716BPX,10.625,7,16,check,"fallback-3dig:MDSI716BPX->B7,16mm",1,full_bit_scan
Schlumberger,MDSI716LWEBPX,8.5,7,16,check,"fallback-3dig:MDSI716LWEBPX->B7,16mm",1,full_bit_scan
Schlumberger,MDSI813LBPX,12.25,8,13,check,"fallback-3dig:MDSI813LBPX->B8,13mm",1,full_bit_scan
Schlumberger,MDSi 516,9.875,5,16,check,"fallback-3dig:MDSi 516->B5,16mm",1,full_bit_scan
Schlumberger,MDSi616 HEPX,9.875,6,16,check,"fallback-3dig:MDSi616 HEPX->B6,16mm",1,full_bit_scan
Schlumberger,MDSi616LHBPX,12.25,6,16,check,"fallback-3dig:MDSi616LHBPX->B6,16mm",1,full_bit_scan
Schlumberger,MDSi616LMBPX,12.25,6,16,check,"fallback-3dig:MDSi616LMBPX->B6,16mm",1,full_bit_scan
Schlumberger,MDSi619,12.25,6,19,check,"fallback-3dig:MDSi619->B6,19mm",1,full_bit_scan
Schlumberger,MDSi716LWEBPX,8.5,7,16,check,"fallback-3dig:MDSi716LWEBPX->B7,16mm",1,full_bit_scan
Schlumberger,MDSi716iLUBPX,8.5,7,16,check,"fallback-3dig:MDSi716iLUBPX->B7,16mm",1,full_bit_scan
Schlumberger,MDSi719LBPX,12.25,7,19,check,"fallback-3dig:MDSi719LBPX->B7,19mm",1,full_bit_scan
Schlumberger,MDSi813,10.625,8,13,check,"fallback-3dig:MDSi813->B8,13mm",1,full_bit_scan
Schlumberger,MDi 613PX,7.875,6,13,check,"fallback-3dig:MDi 613PX->B6,13mm",1,full_bit_scan
Schlumberger,MDi-616MHBPX,12.25,6,16,check,"fallback-3dig:MDi-616MHBPX->B6,16mm",1,full_bit_scan
Schlumberger,MDi513,6.75,5,13,check,"fallback-3dig:MDi513->B5,13mm",1,full_bit_scan
Schlumberger,MDi516LMHPX,12.25,5,16,check,"fallback-3dig:MDi516LMHPX->B5,16mm",1,full_bit_scan
Schlumberger,MDi516LPX,8.5,5,16,check,"fallback-3dig:MDi516LPX->B5,16mm",1,full_bit_scan
Schlumberger,MDi613WPXG,6.125,6,13,check,"fallback-3dig:MDi613WPXG->B6,13mm",1,full_bit_scan
Schlumberger,MDi616MHB,12.25,6,16,check,"fallback-3dig:MDi616MHB->B6,16mm",1,full_bit_scan
Schlumberger,MDi716 (LBPX),12.25,7,16,check,"fallback-3dig:MDi716 (LBPX)->B7,16mm",1,full_bit_scan
Schlumberger,MDi716LSBPX,18.125,7,16,check,"fallback-3dig:MDi716LSBPX->B7,16mm",1,full_bit_scan
Schlumberger,MDl616MHBPX,12.25,6,16,check,"fallback-3dig:MDl616MHBPX->B6,16mm",1,full_bit_scan
Schlumberger,MI609,4.125,6,9,check,"fallback-3dig:MI609->B6,9mm",1,full_bit_scan
Schlumberger,MS616,8.740158,6,16,check,"fallback-3dig:MS616->B6,16mm",1,full_bit_scan
Schlumberger,MSDi616,7.875,6,16,check,"fallback-3dig:MSDi616->B6,16mm",1,full_bit_scan
Schlumberger,MSi616,8.75,6,16,check,"fallback-3dig:MSi616->B6,16mm",1,full_bit_scan
Schlumberger,MSi716LMWEPX,8.5,7,16,check,"fallback-3dig:MSi716LMWEPX->B7,16mm",1,full_bit_scan
Schlumberger,MSiZ-516,8.5,5,16,check,"fallback-3dig:MSiZ-516->B5,16mm",1,full_bit_scan
Schlumberger,NT 616,8.5,6,16,check,"fallback-3dig:NT 616->B6,16mm",1,full_bit_scan
Schlumberger,NT616S,8.5,6,16,check,"fallback-3dig:NT616S->B6,16mm",1,full_bit_scan
Schlumberger,"PDC Bit - BF616 , 9 x 15's, TFA=1.553",17.5,6,16,check,"fallback-3dig:PDC Bit - BF616 , 9 x 15's, TFA=1.553->B6,16mm",1,full_bit_scan
Schlumberger,PDC613,6.125,6,13,check,"fallback-3dig:PDC613->B6,13mm",1,full_bit_scan
Schlumberger,QG2065,6.141732,6,?(2),check,Baker:QG2065->C20B6(frac),1,full_bit_scan
Schlumberger,RD 5517,17.5,5,?(5),check,"fallback-2dig:RD 5517->B5,C5",1,full_bit_scan
Schlumberger,Retina616,8.5,6,16,check,"fallback-3dig:Retina616->B6,16mm",1,full_bit_scan
Schlumberger,S519MPHX,13.5,5,19,check,"fallback-3dig:S519MPHX->B5,19mm",1,full_bit_scan
Schlumberger,SDi 513,6.75,5,13,check,"fallback-3dig:SDi 513->B5,13mm",1,full_bit_scan
Schlumberger,SDi519,12.25,5,19,check,"fallback-3dig:SDi519->B5,19mm",1,full_bit_scan
Schlumberger,SDi519MHPBX,12.25,5,19,check,"fallback-3dig:SDi519MHPBX->B5,19mm",1,full_bit_scan
Schlumberger,SDi613,6.5,6,13,check,"fallback-3dig:SDi613->B6,13mm",1,full_bit_scan
Schlumberger,SDi616MBPX,12.25,6,16,check,"fallback-3dig:SDi616MBPX->B6,16mm",1,full_bit_scan
Schlumberger,SDi616MHBPX,17.5,6,16,check,"fallback-3dig:SDi616MHBPX->B6,16mm",1,full_bit_scan
Schlumberger,SDi816,26,8,16,check,"fallback-3dig:SDi816->B8,16mm",1,full_bit_scan
Schlumberger,SLB BY519,9.88189,5,19,check,"fallback-3dig:SLB BY519->B5,19mm",1,full_bit_scan
Schlumberger,SLB5179,8.75,5,?(1),check,"fallback-2dig:SLB5179->B5,C1",1,full_bit_scan
Schlumberger,SN8250,6.732284,8,?(2),check,"fallback-2dig:SN8250->B8,C2",1,full_bit_scan
Schlumberger,SP1703,6.73189,3,?(7),check,Baker:SP1703->C70B3(frac),1,full_bit_scan
Schlumberger,SP2071,6.732284,7,?(2),check,Baker:SP2071->C20B7(frac),1,full_bit_scan
Schlumberger,SP3288,6.75,3,?(2),check,"fallback-2dig:SP3288->B3,C2",1,full_bit_scan
Schlumberger,SP4370,9.875,4,?(3),check,"fallback-2dig:SP4370->B4,C3",1,full_bit_scan
Schlumberger,SP616,12.25,6,16,check,"fallback-3dig:SP616->B6,16mm",1,full_bit_scan
Schlumberger,SSXi413ZXLBPX,8.5,4,13,check,"fallback-3dig:SSXi413ZXLBPX->B4,13mm",1,full_bit_scan
Schlumberger,SX613,6.75,6,13,check,"fallback-3dig:SX613->B6,13mm",1,full_bit_scan
Schlumberger,SX616,8.75,6,16,check,"fallback-3dig:SX616->B6,16mm",1,full_bit_scan
Schlumberger,SX616-D,8.75,6,16,check,"fallback-3dig:SX616-D->B6,16mm",1,full_bit_scan
Schlumberger,Smith SN8583,8.75,8,?(5),check,"fallback-2dig:Smith SN8583->B8,C5",1,full_bit_scan
Schlumberger,TCTH413 - Spider,8.75,4,?(1),check,"HAL:TCTH413 - Spider->B4,C1(frac)",1,full_bit_scan
Schlumberger,V513,6.75,5,13,check,"fallback-3dig:V513->B5,13mm",1,full_bit_scan
Schlumberger,VF716M,8.5,7,16,check,"fallback-3dig:VF716M->B7,16mm",1,full_bit_scan
Schlumberger,VS616M,7.874016,6,16,check,"fallback-3dig:VS616M->B6,16mm",1,full_bit_scan
Schlumberger,VSX516,8.75,5,16,check,"fallback-3dig:VSX516->B5,16mm",1,full_bit_scan
Schlumberger,VX516,8.75,5,16,check,"fallback-3dig:VX516->B5,16mm",1,full_bit_scan
Schlumberger,VZH616J,8.740158,6,?(1),check,"HAL:VZH616J->B6,C1(frac)",1,full_bit_scan
Schlumberger,X416S (BX416),6.125,4,16,check,"fallback-3dig:X416S (BX416)->B4,16mm",1,full_bit_scan
Schlumberger,X616SC,17.5,6,16,check,"fallback-3dig:X616SC->B6,16mm",1,full_bit_scan
Schlumberger,X716,14.5,7,16,check,"fallback-3dig:X716->B7,16mm",1,full_bit_scan
Schlumberger,XR32,6.75,3,?(2),check,"fallback-2dig:XR32->B3,C2",1,full_bit_scan
Schlumberger,XS513,6.125,5,13,check,"fallback-3dig:XS513->B5,13mm",1,full_bit_scan
Schlumberger,XS616Z,12.25,6,16,check,"fallback-3dig:XS616Z->B6,16mm",1,full_bit_scan
Schlumberger,XS716SJ,12.25,7,16,check,"fallback-3dig:XS716SJ->B7,16mm",1,full_bit_scan
Schlumberger,XZ 716,12.25,7,16,check,"fallback-3dig:XZ 716->B7,16mm",1,full_bit_scan
Schlumberger,XZ66,8.5,6,?(6),check,"fallback-2dig:XZ66->B6,C6",1,full_bit_scan
Schlumberger,Y513S,6.75,5,13,check,"fallback-3dig:Y513S->B5,13mm",1,full_bit_scan
Schlumberger,Y519 Hyper Blade,6,5,19,check,"fallback-3dig:Y519 Hyper Blade->B5,19mm",1,full_bit_scan
Schlumberger,Y519 Hyperblade,8.5,5,19,check,"fallback-3dig:Y519 Hyperblade->B5,19mm",1,full_bit_scan
Schlumberger,ZX616,16,6,16,check,"fallback-3dig:ZX616->B6,16mm",1,full_bit_scan
Schlumberger,xz516,12.25,5,16,check,"fallback-3dig:xz516->B5,16mm",1,full_bit_scan
Security,GT65DMHEO,8.5,6,?(5),check,"fallback-2dig:GT65DMHEO->B6,C5",1,full_bit_scan
Shear,3434,17.5,3,?(4),check,"fallback-2dig:3434->B3,C4",1,full_bit_scan
Shear,SD513D,6.259843,5,13,check,"fallback-3dig:SD513D->B5,13mm",1,full_bit_scan
Shear,SDP6616,8.740158,6,?(6),check,"fallback-2dig:SDP6616->B6,C6",1,full_bit_scan
Shear,SOD613D,6.259843,6,13,check,"fallback-3dig:SOD613D->B6,13mm",1,full_bit_scan
Shear,SV525,9.88189,5,?(2),check,"fallback-2dig:SV525->B5,C2",1,full_bit_scan
Shear,SV619,12.244095,6,19,check,"fallback-3dig:SV619->B6,19mm",1,full_bit_scan
Sicotte,519GB,12.244095,5,19,check,"fallback-3dig:519GB->B5,19mm",1,full_bit_scan
Smith,HT613M-69241,7.875,6,?(1),check,"HAL:HT613M-69241->B6,C1(frac)",1,full_bit_scan
Smith,MDi516LPX,8.5,5,16,check,"fallback-3dig:MDi516LPX->B5,16mm",1,full_bit_scan
Taurex,HA30-L,8.5,3,?(0),check,"HAL:HA30-L->B3,C0(frac)",1,full_bit_scan
Taurex,HL30-L,8.5,3,?(0),check,"HAL:HL30-L->B3,C0(frac)",1,full_bit_scan
Taurex,MD30,8.75,3,?(0),check,"fallback-2dig:MD30->B3,C0",1,full_bit_scan
Taurex,MD30C,8.5,3,?(0),check,"fallback-2dig:MD30C->B3,C0",1,full_bit_scan
Taurex,MD30H,7.875,3,?(0),check,"fallback-2dig:MD30H->B3,C0",1,full_bit_scan
Taurex,MD527,8.5,5,?(2),check,"fallback-2dig:MD527->B5,C2",1,full_bit_scan
Taurex,MD527GLM,8.75,5,?(2),check,"fallback-2dig:MD527GLM->B5,C2",1,full_bit_scan
Taurex,SDi616,8.75,6,16,check,"fallback-3dig:SDi616->B6,16mm",1,full_bit_scan
Taurex,SI6144,7.875,6,14,check,"fallback-3dig:SI6144->B6,14mm",1,full_bit_scan
Taurex,ST616,10.625,6,16,check,"fallback-3dig:ST616->B6,16mm",1,full_bit_scan
Taurex,St617,10.625,6,?(1),check,"fallback-2dig:St617->B6,C1",1,full_bit_scan
Taurex,TDd513,7.875,5,13,check,"fallback-3dig:TDd513->B5,13mm",1,full_bit_scan
Taurex,TDd813,17.5,8,13,check,"fallback-3dig:TDd813->B8,13mm",1,full_bit_scan
Taurex,TSs617,12.25,6,?(1),check,"fallback-2dig:TSs617->B6,C1",1,full_bit_scan
Taurex,TSt61,9.875,6,?(1),check,"fallback-2dig:TSt61->B6,C1",1,full_bit_scan
Taurex,TSt617,10.625,6,?(1),check,"fallback-2dig:TSt617->B6,C1",1,full_bit_scan
Taurex,TXD-616,8.75,6,16,check,"fallback-3dig:TXD-616->B6,16mm",1,full_bit_scan
Taurex,TXd51,7.875,5,?(1),check,"fallback-2dig:TXd51->B5,C1",1,full_bit_scan
Taurex,TXd617,10.625,6,?(1),check,"fallback-2dig:TXd617->B6,C1",1,full_bit_scan
Taurex,TXt8514,10.625,8,?(5),check,"fallback-2dig:TXt8514->B8,C5",1,full_bit_scan
Taurex,TXx6614,9.875,6,?(6),check,"fallback-2dig:TXx6614->B6,C6",1,full_bit_scan
Taurex,Tdx 513,8.75,5,13,check,"fallback-3dig:Tdx 513->B5,13mm",1,full_bit_scan
Taurex,xt716,8.75,7,16,check,"fallback-3dig:xt716->B7,16mm",1,full_bit_scan
Ulterra,5487,8.75,5,?(4),check,"fallback-2dig:5487->B5,C4",1,full_bit_scan
Ulterra,5PL616,12.25,6,16,check,"fallback-3dig:5PL616->B6,16mm",1,full_bit_scan
Ulterra,611S,6.75,6,11,check,"fallback-3dig:611S->B6,11mm",1,full_bit_scan
Ulterra,616M,12.25,6,16,check,"fallback-3dig:616M->B6,16mm",1,full_bit_scan
Ulterra,619SBCEGUZ,12.25,6,19,check,"fallback-3dig:619SBCEGUZ->B6,19mm",1,full_bit_scan
Ulterra,63122,12.25,6,?(3),check,"fallback-2dig:63122->B6,C3",1,full_bit_scan
Ulterra,71482,7.875,7,14,check,"fallback-3dig:71482->B7,14mm",1,full_bit_scan
Ulterra,74356,8.75,7,?(4),check,"fallback-2dig:74356->B7,C4",1,full_bit_scan
Ulterra,75100V,13.5,7,?(5),check,"fallback-2dig:75100V->B7,C5",1,full_bit_scan
Ulterra,76757,12.25,7,?(6),check,"fallback-2dig:76757->B7,C6",1,full_bit_scan
Ulterra,76975,6.75,7,?(6),check,"fallback-2dig:76975->B7,C6",1,full_bit_scan
Ulterra,77184,12.25,7,?(7),check,"fallback-2dig:77184->B7,C7",1,full_bit_scan
Ulterra,77618,8.75,7,?(7),check,"fallback-2dig:77618->B7,C7",1,full_bit_scan
Ulterra,78697,8.75,7,?(8),check,"fallback-2dig:78697->B7,C8",1,full_bit_scan
Ulterra,79112,12.25,7,?(9),check,"fallback-2dig:79112->B7,C9",1,full_bit_scan
Ulterra,79207,8.75,7,?(2),check,Baker:79207->C20B7(frac),1,full_bit_scan
Ulterra,79278,8.5,7,?(9),check,"fallback-2dig:79278->B7,C9",1,full_bit_scan
Ulterra,CDF616,17.5,6,16,check,"fallback-3dig:CDF616->B6,16mm",1,full_bit_scan
Ulterra,CF 516,8.75,5,16,check,"fallback-3dig:CF 516->B5,16mm",1,full_bit_scan
Ulterra,CF 519,10.984252,5,19,check,"fallback-3dig:CF 519->B5,19mm",1,full_bit_scan
Ulterra,CF-613,10.625,6,13,check,"fallback-3dig:CF-613->B6,13mm",1,full_bit_scan
Ulterra,CF606,17.5,6,?(6),check,Baker:CF606->C60B6(frac),1,full_bit_scan
Ulterra,CF61,7.875,6,?(1),check,"fallback-2dig:CF61->B6,C1",1,full_bit_scan
Ulterra,CF625,13.5,6,?(2),check,"fallback-2dig:CF625->B6,C2",1,full_bit_scan
Ulterra,CF706,12.25,6,?(7),check,Baker:CF706->C70B6(frac),1,full_bit_scan
Ulterra,DF416-6745,8.75,4,16,check,"fallback-3dig:DF416-6745->B4,16mm",1,full_bit_scan
Ulterra,F611,7.875,6,11,check,"fallback-3dig:F611->B6,11mm",1,full_bit_scan
Ulterra,GT65s,13.5,6,?(5),check,"fallback-2dig:GT65s->B6,C5",1,full_bit_scan
Ulterra,HA517JQL,8.75,5,?(1),check,"HAL:HA517JQL->B5,C1(frac)",1,full_bit_scan
Ulterra,MAC616-ALT,8.75,6,16,check,"fallback-3dig:MAC616-ALT->B6,16mm",1,full_bit_scan
Ulterra,MAV616-FS,8.75,6,16,check,"fallback-3dig:MAV616-FS->B6,16mm",1,full_bit_scan
Ulterra,MAVV613,6.732284,6,13,check,"fallback-3dig:MAVV613->B6,13mm",1,full_bit_scan
Ulterra,Mav 616,8.75,6,16,check,"fallback-3dig:Mav 616->B6,16mm",1,full_bit_scan
Ulterra,NT616,8.75,6,16,check,"fallback-3dig:NT616->B6,16mm",1,full_bit_scan
Ulterra,NXT613S,8.5,6,13,check,"fallback-3dig:NXT613S->B6,13mm",1,full_bit_scan
Ulterra,RP5516,8.75,5,?(5),check,"fallback-2dig:RP5516->B5,C5",1,full_bit_scan
Ulterra,RPD616,11,6,16,check,"fallback-3dig:RPD616->B6,16mm",1,full_bit_scan
Ulterra,RPS-616,12.25,6,16,check,"fallback-3dig:RPS-616->B6,16mm",1,full_bit_scan
Ulterra,RS616,12.25,6,16,check,"fallback-3dig:RS616->B6,16mm",1,full_bit_scan
Ulterra,RSP-616,7.875,6,16,check,"fallback-3dig:RSP-616->B6,16mm",1,full_bit_scan
Ulterra,RSP516,8.75,5,16,check,"fallback-3dig:RSP516->B5,16mm",1,full_bit_scan
Ulterra,RSP613,6.259843,6,13,check,"fallback-3dig:RSP613->B6,13mm",1,full_bit_scan
Ulterra,SF56,13.5,5,?(6),check,"fallback-2dig:SF56->B5,C6",1,full_bit_scan
Ulterra,SLP-519,12.25,5,19,check,"fallback-3dig:SLP-519->B5,19mm",1,full_bit_scan
Ulterra,SLP613,8.75,6,13,check,"fallback-3dig:SLP613->B6,13mm",1,full_bit_scan
Ulterra,SP613,6.75,6,13,check,"fallback-3dig:SP613->B6,13mm",1,full_bit_scan
Ulterra,SPL 516,8.5,5,16,check,"fallback-3dig:SPL 516->B5,16mm",1,full_bit_scan
Ulterra,"SPL 616, RipSaw",8.5,6,16,check,"fallback-3dig:SPL 616, RipSaw->B6,16mm",1,full_bit_scan
Ulterra,SPL53526,12.244095,5,?(3),check,"fallback-2dig:SPL53526->B5,C3",1,full_bit_scan
Ulterra,SPl519,8.75,5,19,check,"fallback-3dig:SPl519->B5,19mm",1,full_bit_scan
Ulterra,UD516S,6.732284,5,16,check,"fallback-3dig:UD516S->B5,16mm",1,full_bit_scan
Ulterra,Ulterra RPS-516,8.75,5,16,check,"fallback-3dig:Ulterra RPS-516->B5,16mm",1,full_bit_scan
Ulterra,V613M,6.259843,6,13,check,"fallback-3dig:V613M->B6,13mm",1,full_bit_scan
Ulterra,Wav 616,12.25,6,16,check,"fallback-3dig:Wav 616->B6,16mm",1,full_bit_scan
Ulterra,XD716,12.25,7,16,check,"fallback-3dig:XD716->B7,16mm",1,full_bit_scan
Ulterra,XP 613,6.75,6,13,check,"fallback-3dig:XP 613->B6,13mm",1,full_bit_scan
Ulterra,XP 716_PN,12.25,7,16,check,"fallback-3dig:XP 716_PN->B7,16mm",1,full_bit_scan
Ulterra,XP617,9.875,6,?(1),check,"fallback-2dig:XP617->B6,C1",1,full_bit_scan
Ulterra,XPL616,7.875,6,16,check,"fallback-3dig:XPL616->B6,16mm",1,full_bit_scan
Ulterra,XPS616-H5,12.25,6,16,check,"fallback-3dig:XPS616-H5->B6,16mm",1,full_bit_scan
Ulterra,XS616,8.75,6,16,check,"fallback-3dig:XS616->B6,16mm",1,full_bit_scan
Ulterra,XT616,8.5,6,16,check,"fallback-3dig:XT616->B6,16mm",1,full_bit_scan
Ulterra,XWP713,12.25,7,13,check,"fallback-3dig:XWP713->B7,13mm",1,full_bit_scan
Ulterra,Xp616,9.875,6,16,check,"fallback-3dig:Xp616->B6,16mm",1,full_bit_scan
Ulterra,Y616S,12.25,6,16,check,"fallback-3dig:Y616S->B6,16mm",1,full_bit_scan
Ulterra,spl616,10.625,6,16,check,"fallback-3dig:spl616->B6,16mm",1,full_bit_scan
Ulterra,u513s,6.75,5,13,check,"fallback-3dig:u513s->B5,13mm",1,full_bit_scan
Ulterra,u519s,7.875,5,19,check,"fallback-3dig:u519s->B5,19mm",1,full_bit_scan
Ulterra,u616s,12.25,6,16,check,"fallback-3dig:u616s->B6,16mm",1,full_bit_scan
Varel,616P,9.875,6,16,check,"fallback-3dig:616P->B6,16mm",1,full_bit_scan
Varel,8513,32,8,?(5),check,"fallback-2dig:8513->B8,C5",1,full_bit_scan
Varel,Cobra 616,8.75,6,16,check,"fallback-3dig:Cobra 616->B6,16mm",1,full_bit_scan
Varel,EVIS-613,7.875,6,13,check,"fallback-3dig:EVIS-613->B6,13mm",1,full_bit_scan
Varel,EVOS- 513,8.75,5,13,check,"fallback-3dig:EVOS- 513->B5,13mm",1,full_bit_scan
Varel,EVOS-516,7.875,5,16,check,"fallback-3dig:EVOS-516->B5,16mm",1,full_bit_scan
Varel,Evos-513 Cobra,8.75,5,13,check,"fallback-3dig:Evos-513 Cobra->B5,13mm",1,full_bit_scan
Varel,Evos-613,7.875,6,13,check,"fallback-3dig:Evos-613->B6,13mm",1,full_bit_scan
Varel,HAVOC-411,6.75,4,11,check,"fallback-3dig:HAVOC-411->B4,11mm",1,full_bit_scan
Varel,HAVOC-713,6.75,7,13,check,"fallback-3dig:HAVOC-713->B7,13mm",1,full_bit_scan
Varel,HAVOX-411,6.75,4,11,check,"fallback-3dig:HAVOX-411->B4,11mm",1,full_bit_scan
Varel,HAVOX-713,6.75,7,13,check,"fallback-3dig:HAVOX-713->B7,13mm",1,full_bit_scan
Varel,Havox - 616,6.75,6,16,check,"fallback-3dig:Havox - 616->B6,16mm",1,full_bit_scan
Varel,Havox -513,6,5,13,check,"fallback-3dig:Havox -513->B5,13mm",1,full_bit_scan
Varel,Havox 616,7.875,6,16,check,"fallback-3dig:Havox 616->B6,16mm",1,full_bit_scan
Varel,Havox-513 (COBRA),6,5,13,check,"fallback-3dig:Havox-513 (COBRA)->B5,13mm",1,full_bit_scan
Varel,Havox-513 PDC Bit,6,5,13,check,"fallback-3dig:Havox-513 PDC Bit->B5,13mm",1,full_bit_scan
Varel,Havox-613 (Fang),8.75,6,13,check,"fallback-3dig:Havox-613 (Fang)->B6,13mm",1,full_bit_scan
Varel,Havox-613 Fang,8.75,6,13,check,"fallback-3dig:Havox-613 Fang->B6,13mm",1,full_bit_scan
Varel,Model EVOS-613,7.875,6,13,check,"fallback-3dig:Model EVOS-613->B6,13mm",1,full_bit_scan
Varel,RS616P2DG 1HX,17.5,6,16,check,"fallback-3dig:RS616P2DG 1HX->B6,16mm",1,full_bit_scan
Varel,T1165103,8.75,3,?(1),check,Baker:T1165103->C10B3(frac),1,full_bit_scan
Varel,VFS 616,17.5,6,16,check,"fallback-3dig:VFS 616->B6,16mm",1,full_bit_scan
Varel,VFS-616,17.5,6,16,check,"fallback-3dig:VFS-616->B6,16mm",1,full_bit_scan
Varel,VION- 616,12.25,6,16,check,"fallback-3dig:VION- 616->B6,16mm",1,full_bit_scan
Varel,VION--716,12.25,7,16,check,"fallback-3dig:VION--716->B7,16mm",1,full_bit_scan
Varel,VM616SHX,17.5,6,16,check,"fallback-3dig:VM616SHX->B6,16mm",1,full_bit_scan
Varel,VOS-613,7.875,6,13,check,"fallback-3dig:VOS-613->B6,13mm",1,full_bit_scan
Varel,VS616,17.5,6,16,check,"fallback-3dig:VS616->B6,16mm",1,full_bit_scan
Varel,VS616DG1HX,17.5,6,16,check,"fallback-3dig:VS616DG1HX->B6,16mm",1,full_bit_scan
Varel,VS619,17.5,6,19,check,"fallback-3dig:VS619->B6,19mm",1,full_bit_scan
Varel,VTD6192DHX,14.75,6,19,check,"fallback-3dig:VTD6192DHX->B6,19mm",1,full_bit_scan
Varel,VTD619P2HX,14.75,6,19,check,"fallback-3dig:VTD619P2HX->B6,19mm",1,full_bit_scan
Varel,Vion - 619,12.25,6,19,check,"fallback-3dig:Vion - 619->B6,19mm",1,full_bit_scan
Varel,Vion - 713,12.25,7,13,check,"fallback-3dig:Vion - 713->B7,13mm",1,full_bit_scan
Varel,Vion 61,12.25,6,?(1),check,"fallback-2dig:Vion 61->B6,C1",1,full_bit_scan
Varel,Vion- 716,8.75,7,16,check,"fallback-3dig:Vion- 716->B7,16mm",1,full_bit_scan
Varel,Voin 616,13.5,6,16,check,"fallback-3dig:Voin 616->B6,16mm",1,full_bit_scan
Weatherford,GT64RH,6.5,6,?(4),check,"fallback-2dig:GT64RH->B6,C4",1,full_bit_scan
Halliburton,A1GRC,10.25; 10.625; 12.244095; 12.25; 14.76378; 16; 26; 30; 32; 36; 38; 8.5,?,?,unknown,no_match:A1GRC,86,full_bit_scan
Schlumberger,XR+C,12.25; 17.5; 18.125; 26; 29.8; 32; 36; 38; 42; 8.5; 8.75; 9.5; 9.875,?,?,unknown,no_match:XR+C,80,full_bit_scan
Ulterra,U913M,10.625; 12.25,?,?,unknown,no_match:U913M,48,full_bit_scan
N/A,PDC Bit,12.25; 13.5; 17.5; 18.125; 6; 6.125; 6.75; 8.5; 8.75,?,?,unknown,no_match:PDC Bit,46,full_bit_scan
Halliburton,SR1GRC,12.25; 14.5; 16; 17.5; 17.500001; 18.25; 18.5; 26; 8.5,?,?,unknown,no_match:SR1GRC,44,full_bit_scan
Baker Hughes,Kymera,12.25; 13.5; 16; 17.5; 24; 26; 7.875; 8.5,?,?,unknown,no_match:Kymera,31,full_bit_scan
N/A,Chevron Digger,12.25; 12.75,?,?,unknown,no_match:Chevron Digger,31,full_bit_scan
Halliburton,XTA1GRC,26; 26.000001,?,?,unknown,no_match:XTA1GRC,26,full_bit_scan
N/A,Junk Mill,6; 6.125; 6.151; 8.5,?,?,unknown,no_match:Junk Mill,26,full_bit_scan
N/A,PDC,12.25; 17.500001; 6.259843; 6.75; 8.5,?,?,unknown,no_match:PDC,16,full_bit_scan
King Dream,HT03GC,12.244095; 9.88189,?,?,unknown,no_match:HT03GC,15,full_bit_scan
Schlumberger,XR+CPS,12.25; 17.5; 17.500001; 26; 36; 8.5; 8.75,?,?,unknown,no_match:XR+CPS,15,full_bit_scan
Schlumberger,XT1GC,17.480316; 17.5; 17.500001,?,?,unknown,no_match:XT1GC,15,full_bit_scan
N/A,CWD,11.875; 12.25; 16,?,?,unknown,no_match:CWD,14,full_bit_scan
Schlumberger,XR+,12.25; 26; 30; 6.75; 8.5; 9.875,?,?,unknown,no_match:XR+,14,full_bit_scan
Varel,EB1GMRS,17.5,?,?,unknown,no_match:EB1GMRS,14,full_bit_scan
Baker Hughes,PDC,12.25; 17.5; 6.75; 8.5; 8.75,?,?,unknown,no_match:PDC,13,full_bit_scan
Halliburton,A1GSC,17.5; 17.500001,?,?,unknown,no_match:A1GSC,13,full_bit_scan
NOV,E1519-A1,6.259843,?,?,unknown,no_match:E1519-A1,12,full_bit_scan
